2019,1,73.520757,-38.657171,1
2019,2,52.496347,-8.623115,173
2019,3,15.969625,49.342479,48
2019,4,6.837261,80.715187,27
2019,5,1.965595,103.559994,37
2019,6,14.580910,121.141402,82
2019,7,25.035214,121.388986,40
2019,8,31.167364,121.370105,52
2020,1,73.520757,-38.657171,1
2020,2,59.877072,10.923120,5
2020,3,59.215859,17.399222,13
2020,4,61.839254,25.990338,10
2020,5,51.383775,21.463740,20
2020,6,41.502592,12.915386,310
2020,7,30.478841,103.815690,30
2020,8,22.490445,114.159897,41
2020,9,25.035214,121.388986,40
2020,10,23.465624,120.962696,31
2021,1,73.520757,-38.657171,1
2021,2,34.936829,135.944272,21
2021,3,57.174633,-114.924707,24
2021,4,25.035214,121.388986,40
2021,5,37.385120,-77.511675,43
2021,6,-11.508458,-60.511943,76
2021,7,-19.804234,46.057354,29
2021,8,-36.652307,147.238011,19
2021,9,-71.228410,65.900335,26
2022,1,73.520757,-38.657171,1
2022,2,43.061168,141.575500,18
2022,3,37.051596,128.686746,30
2022,4,25.035214,121.388986,40
2022,5,19.019233,-99.424338,130
2022,6,-7.393397,-52.788488,47
2022,7,-32.592515,23.245300,17
2022,8,-22.406785,44.898510,43
